axis,source,target,distance,basis,rounds,patch,method,prior,alpha,transfer,certified,keep,src_cal_n,test_n,test_errors,test_rate,exceed,sig_exceed
patch,d3_at_q8_5/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_5/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.001,threshold,1,0.9,15000,13542,1,7.38443361394181e-05,0,0
patch,d3_at_q8_5/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.001,keep_fraction,1,0.9,15000,13542,1,7.38443361394181e-05,0,0
patch,d3_at_q8_5/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.003,threshold,1,0.95,15000,14252,16,0.001122649452708392,0,0
patch,d3_at_q8_5/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.003,keep_fraction,1,0.95,15000,14338,19,0.001325149951178686,0,0
patch,d3_at_q8_5/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.01,threshold,1,1.0,15000,15000,45,0.003,0,0
patch,d3_at_q8_5/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.01,keep_fraction,1,1.0,15000,15000,45,0.003,0,0
patch,d3_at_q8_5/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.03,threshold,1,1.0,15000,15000,45,0.003,0,0
patch,d3_at_q8_5/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.03,keep_fraction,1,1.0,15000,15000,45,0.003,0,0
patch,d3_at_q8_5/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.1,threshold,1,1.0,15000,15000,45,0.003,0,0
patch,d3_at_q8_5/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.1,keep_fraction,1,1.0,15000,15000,45,0.003,0,0
patch,d3_at_q8_9/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q8_9/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_9/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.001,threshold,1,0.8,15000,12883,0,0.0,0,0
patch,d3_at_q8_9/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.001,keep_fraction,1,0.8,15000,12883,0,0.0,0,0
patch,d3_at_q8_9/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.003,threshold,1,0.85,15000,13411,0,0.0,0,0
patch,d3_at_q8_9/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.003,keep_fraction,1,0.85,15000,12883,0,0.0,0,0
patch,d3_at_q8_9/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.01,threshold,1,0.9,15000,14049,12,0.0008541533205210335,0,0
patch,d3_at_q8_9/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.01,keep_fraction,1,0.9,15000,13542,1,7.38443361394181e-05,0,0
patch,d3_at_q8_9/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.03,threshold,1,1.0,15000,15000,45,0.003,0,0
patch,d3_at_q8_9/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.03,keep_fraction,1,1.0,15000,15000,45,0.003,0,0
patch,d3_at_q8_9/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.1,threshold,1,1.0,15000,15000,45,0.003,0,0
patch,d3_at_q8_9/X/r01,d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.1,keep_fraction,1,1.0,15000,15000,45,0.003,0,0
pooled,pool:d3/X/r1 without q6_11 (8 patches),d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.0003,threshold,1,0.85,120000,13142,0,0.0,0,0
pooled,pool:d3/X/r1 without q6_11 (8 patches),d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,1,0.85,120000,12883,0,0.0,0,0
pooled,pool:d3/X/r1 without q6_11 (8 patches),d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.001,threshold,1,0.85,120000,13142,0,0.0,0,0
pooled,pool:d3/X/r1 without q6_11 (8 patches),d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.001,keep_fraction,1,0.85,120000,12883,0,0.0,0,0
pooled,pool:d3/X/r1 without q6_11 (8 patches),d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.003,threshold,1,0.9,120000,13945,8,0.0005736823234134098,0,0
pooled,pool:d3/X/r1 without q6_11 (8 patches),d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.003,keep_fraction,1,0.9,120000,13542,1,7.38443361394181e-05,0,0
pooled,pool:d3/X/r1 without q6_11 (8 patches),d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.01,threshold,1,1.0,120000,15000,45,0.003,0,0
pooled,pool:d3/X/r1 without q6_11 (8 patches),d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.01,keep_fraction,1,1.0,120000,15000,45,0.003,0,0
pooled,pool:d3/X/r1 without q6_11 (8 patches),d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.03,threshold,1,1.0,120000,15000,45,0.003,0,0
pooled,pool:d3/X/r1 without q6_11 (8 patches),d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.03,keep_fraction,1,1.0,120000,15000,45,0.003,0,0
pooled,pool:d3/X/r1 without q6_11 (8 patches),d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.1,threshold,1,1.0,120000,15000,45,0.003,0,0
pooled,pool:d3/X/r1 without q6_11 (8 patches),d3_at_q6_11/X/r01,3,X,1,q6_11,mwpm_gap,si1000,0.1,keep_fraction,1,1.0,120000,15000,45,0.003,0,0
same,d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,threshold,0,,15000,,,,,
same,d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,0,,15000,,,,,
same,d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,threshold,0,,15000,,,,,
same,d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,keep_fraction,0,,15000,,,,,
same,d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,threshold,1,0.25,15000,3930,1,0.0002544529262086514,0,0
same,d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,keep_fraction,1,0.25,15000,3930,1,0.0002544529262086514,0,0
same,d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,threshold,1,0.35,15000,5682,39,0.006863780359028511,0,0
same,d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,keep_fraction,1,0.35,15000,5682,39,0.006863780359028511,0,0
same,d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,threshold,1,0.65,15000,9720,248,0.02551440329218107,0,0
same,d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,keep_fraction,1,0.65,15000,9720,248,0.02551440329218107,0,0
same,d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,threshold,1,1.0,15000,15000,1269,0.0846,0,0
same,d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,keep_fraction,1,1.0,15000,15000,1269,0.0846,0,0
sim,sim:d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,threshold,0,,15000,,,,,
sim,sim:d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,0,,15000,,,,,
sim,sim:d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,threshold,1,0.6,15000,4659,5,0.0010731916720326251,1,0
sim,sim:d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,keep_fraction,1,0.6,15000,9350,223,0.023850267379679144,1,1
sim,sim:d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,threshold,1,0.7,15000,7433,100,0.013453518094981838,1,1
sim,sim:d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,keep_fraction,1,0.7,15000,11159,342,0.030647907518594857,1,1
sim,sim:d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,threshold,1,0.95,15000,12972,525,0.040471785383903794,1,1
sim,sim:d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,keep_fraction,1,0.95,15000,14280,888,0.06218487394957983,1,1
sim,sim:d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,threshold,1,1.0,15000,15000,1269,0.0846,1,1
sim,sim:d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,keep_fraction,1,1.0,15000,15000,1269,0.0846,1,1
sim,sim:d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,threshold,1,1.0,15000,15000,1269,0.0846,0,0
sim,sim:d3_at_q6_11/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,keep_fraction,1,1.0,15000,15000,1269,0.0846,0,0
basis,d3_at_q6_11/Z/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,threshold,0,,15000,,,,,
basis,d3_at_q6_11/Z/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,0,,15000,,,,,
basis,d3_at_q6_11/Z/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,threshold,0,,15000,,,,,
basis,d3_at_q6_11/Z/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,keep_fraction,0,,15000,,,,,
basis,d3_at_q6_11/Z/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,threshold,1,0.25,15000,3840,1,0.00026041666666666666,0,0
basis,d3_at_q6_11/Z/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,keep_fraction,1,0.25,15000,3930,1,0.0002544529262086514,0,0
basis,d3_at_q6_11/Z/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,threshold,1,0.3,15000,4876,8,0.0016406890894175555,0,0
basis,d3_at_q6_11/Z/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,keep_fraction,1,0.3,15000,4615,5,0.0010834236186348862,0,0
basis,d3_at_q6_11/Z/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,threshold,1,0.75,15000,11342,360,0.03174043378592841,1,0
basis,d3_at_q6_11/Z/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,keep_fraction,1,0.75,15000,11303,358,0.03167300716623905,1,0
basis,d3_at_q6_11/Z/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,threshold,1,1.0,15000,15000,1269,0.0846,0,0
basis,d3_at_q6_11/Z/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,keep_fraction,1,1.0,15000,15000,1269,0.0846,0,0
patch,d3_at_q10_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q10_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q10_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,threshold,0,,15000,,,,,
patch,d3_at_q10_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q10_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,threshold,1,0.3,15000,4416,2,0.0004528985507246377,0,0
patch,d3_at_q10_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,keep_fraction,1,0.3,15000,4615,5,0.0010834236186348862,0,0
patch,d3_at_q10_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,threshold,1,0.35,15000,5009,14,0.0027949690556997404,0,0
patch,d3_at_q10_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,keep_fraction,1,0.35,15000,5682,39,0.006863780359028511,0,0
patch,d3_at_q10_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,threshold,1,0.75,15000,11303,358,0.03167300716623905,1,0
patch,d3_at_q10_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,keep_fraction,1,0.75,15000,11303,358,0.03167300716623905,1,0
patch,d3_at_q10_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,threshold,1,1.0,15000,15000,1269,0.0846,0,0
patch,d3_at_q10_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,keep_fraction,1,1.0,15000,15000,1269,0.0846,0,0
patch,d3_at_q2_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q2_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q2_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,threshold,0,,15000,,,,,
patch,d3_at_q2_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q2_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,threshold,1,0.35,15000,4615,5,0.0010834236186348862,0,0
patch,d3_at_q2_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,keep_fraction,1,0.35,15000,5682,39,0.006863780359028511,1,1
patch,d3_at_q2_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,threshold,1,0.4,15000,5682,39,0.006863780359028511,0,0
patch,d3_at_q2_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,keep_fraction,1,0.4,15000,7433,100,0.013453518094981838,1,1
patch,d3_at_q2_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,threshold,1,0.65,15000,9674,245,0.02532561505065123,0,0
patch,d3_at_q2_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,keep_fraction,1,0.65,15000,9720,248,0.02551440329218107,0,0
patch,d3_at_q2_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,threshold,1,1.0,15000,15000,1269,0.0846,0,0
patch,d3_at_q2_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,keep_fraction,1,1.0,15000,15000,1269,0.0846,0,0
patch,d3_at_q4_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q4_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q4_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,threshold,0,,15000,,,,,
patch,d3_at_q4_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q4_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,threshold,1,0.3,15000,4808,7,0.0014559068219633944,0,0
patch,d3_at_q4_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,keep_fraction,1,0.3,15000,4615,5,0.0010834236186348862,0,0
patch,d3_at_q4_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,threshold,1,0.3,15000,4808,7,0.0014559068219633944,0,0
patch,d3_at_q4_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,keep_fraction,1,0.3,15000,4615,5,0.0010834236186348862,0,0
patch,d3_at_q4_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,threshold,1,0.45,15000,7764,119,0.01532715095311695,0,0
patch,d3_at_q4_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,keep_fraction,1,0.45,15000,7433,100,0.013453518094981838,0,0
patch,d3_at_q4_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,threshold,1,1.0,15000,15000,1269,0.0846,0,0
patch,d3_at_q4_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,keep_fraction,1,1.0,15000,15000,1269,0.0846,0,0
patch,d3_at_q4_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q4_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q4_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,threshold,0,,15000,,,,,
patch,d3_at_q4_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q4_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,threshold,1,0.25,15000,3840,1,0.00026041666666666666,0,0
patch,d3_at_q4_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,keep_fraction,1,0.25,15000,3930,1,0.0002544529262086514,0,0
patch,d3_at_q4_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,threshold,1,0.3,15000,4649,5,0.0010755001075500108,0,0
patch,d3_at_q4_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,keep_fraction,1,0.3,15000,4615,5,0.0010834236186348862,0,0
patch,d3_at_q4_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,threshold,1,0.65,15000,9822,257,0.026165750356342905,0,0
patch,d3_at_q4_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,keep_fraction,1,0.65,15000,9720,248,0.02551440329218107,0,0
patch,d3_at_q4_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,threshold,1,1.0,15000,15000,1269,0.0846,0,0
patch,d3_at_q4_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,keep_fraction,1,1.0,15000,15000,1269,0.0846,0,0
patch,d3_at_q6_3/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q6_3/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_3/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,threshold,0,,15000,,,,,
patch,d3_at_q6_3/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_3/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,threshold,1,0.3,15000,4416,2,0.0004528985507246377,0,0
patch,d3_at_q6_3/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,keep_fraction,1,0.3,15000,4615,5,0.0010834236186348862,0,0
patch,d3_at_q6_3/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,threshold,1,0.35,15000,5026,14,0.002785515320334262,0,0
patch,d3_at_q6_3/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,keep_fraction,1,0.35,15000,5682,39,0.006863780359028511,0,0
patch,d3_at_q6_3/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,threshold,1,0.8,15000,11515,383,0.033260963960052105,1,1
patch,d3_at_q6_3/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,keep_fraction,1,0.8,15000,12102,435,0.03594447198810114,1,1
patch,d3_at_q6_3/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,threshold,1,1.0,15000,15000,1269,0.0846,0,0
patch,d3_at_q6_3/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,keep_fraction,1,1.0,15000,15000,1269,0.0846,0,0
patch,d3_at_q6_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q6_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,threshold,0,,15000,,,,,
patch,d3_at_q6_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,threshold,0,,15000,,,,,
patch,d3_at_q6_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,threshold,1,0.2,15000,4615,5,0.0010834236186348862,0,0
patch,d3_at_q6_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,keep_fraction,1,0.2,15000,3079,0,0.0,0,0
patch,d3_at_q6_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,threshold,1,0.25,15000,5682,39,0.006863780359028511,0,0
patch,d3_at_q6_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,keep_fraction,1,0.25,15000,3930,1,0.0002544529262086514,0,0
patch,d3_at_q6_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,threshold,1,0.9,15000,13998,788,0.05629375625089299,0,0
patch,d3_at_q6_7/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,keep_fraction,1,0.9,15000,13477,624,0.04630110558729687,0,0
patch,d3_at_q8_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q8_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,threshold,0,,15000,,,,,
patch,d3_at_q8_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,threshold,1,0.3,15000,4580,4,0.0008733624454148472,0,0
patch,d3_at_q8_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.003,keep_fraction,1,0.3,15000,4615,5,0.0010834236186348862,0,0
patch,d3_at_q8_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,threshold,1,0.35,15000,5682,39,0.006863780359028511,0,0
patch,d3_at_q8_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.01,keep_fraction,1,0.35,15000,5682,39,0.006863780359028511,0,0
patch,d3_at_q8_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,threshold,1,0.6,15000,9350,223,0.023850267379679144,0,0
patch,d3_at_q8_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.03,keep_fraction,1,0.6,15000,9350,223,0.023850267379679144,0,0
patch,d3_at_q8_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,threshold,1,1.0,15000,15000,1269,0.0846,0,0
patch,d3_at_q8_5/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.1,keep_fraction,1,1.0,15000,15000,1269,0.0846,0,0
patch,d3_at_q8_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q8_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_9/X/r10,d3_at_q6_11/X/r10,3,X,10,q6_11,mwpm_gap,si1000,0.001,threshold,0,,15000,,,,,
