distance,rounds,prior,method,calibrator,bin,mean_q,observed,count
5,1,rl,mwpm_gap,temperature,9,0.0190847,0.02125,12000
5,1,si1000,exact,isotonic,0,2.49988e-05,8.33333e-05,12000
5,1,si1000,exact,isotonic,1,2.49988e-05,8.33333e-05,12000
5,1,si1000,exact,isotonic,2,2.49988e-05,0,12000
5,1,si1000,exact,isotonic,3,2.49988e-05,8.33333e-05,12000
5,1,si1000,exact,isotonic,4,2.49988e-05,8.33333e-05,12000
5,1,si1000,exact,isotonic,5,2.49988e-05,8.33333e-05,12000
5,1,si1000,exact,isotonic,6,2.49988e-05,8.33333e-05,12000
5,1,si1000,exact,isotonic,7,2.49988e-05,0,12000
5,1,si1000,exact,isotonic,8,2.49988e-05,0,12000
5,1,si1000,exact,isotonic,9,0.019708,0.02025,12000
5,1,si1000,exact,platt,0,7.04907e-09,0,12000
5,1,si1000,exact,platt,1,1.1495e-08,0,12000
5,1,si1000,exact,platt,2,3.20944e-08,0,12000
5,1,si1000,exact,platt,3,7.97792e-08,0,12000
5,1,si1000,exact,platt,4,2.57201e-07,0,12000
5,1,si1000,exact,platt,5,9.15132e-07,0,12000
5,1,si1000,exact,platt,6,3.05017e-06,0,12000
5,1,si1000,exact,platt,7,1.48354e-05,0,12000
5,1,si1000,exact,platt,8,6.69028e-05,8.33333e-05,12000
5,1,si1000,exact,platt,9,0.0195031,0.0206667,12000
5,1,si1000,exact,raw,0,4.23518e-10,0,12000
5,1,si1000,exact,raw,1,4.23518e-10,0,12000
5,1,si1000,exact,raw,2,4.25527e-10,0,12000
5,1,si1000,exact,raw,3,4.32672e-10,0,12000
5,1,si1000,exact,raw,4,4.32672e-10,0,12000
5,1,si1000,exact,raw,5,1.83496e-09,0,12000
5,1,si1000,exact,raw,6,6.5543e-08,0,12000
5,1,si1000,exact,raw,7,9.54752e-07,8.33333e-05,12000
5,1,si1000,exact,raw,8,2.29015e-06,0,12000
5,1,si1000,exact,raw,9,0.0113728,0.0206667,12000
5,1,si1000,exact,temperature,0,1.77438e-09,0,12000
5,1,si1000,exact,temperature,1,1.44117e-08,0,12000
5,1,si1000,exact,temperature,2,4.67209e-08,0,12000
5,1,si1000,exact,temperature,3,1.49348e-07,0,12000
5,1,si1000,exact,temperature,4,1.91669e-07,0,12000
5,1,si1000,exact,temperature,5,3.79226e-07,0,12000
5,1,si1000,exact,temperature,6,1.78593e-06,0,12000
5,1,si1000,exact,temperature,7,1.43976e-05,0,12000
5,1,si1000,exact,temperature,8,6.30059e-05,0.000166667,12000
5,1,si1000,exact,temperature,9,0.0199682,0.0205833,12000
5,1,si1000,mwpm_gap,isotonic,0,2.49988e-05,8.33333e-05,12000
5,1,si1000,mwpm_gap,isotonic,1,2.49988e-05,8.33333e-05,12000
5,1,si1000,mwpm_gap,isotonic,2,2.49988e-05,0,12000
5,1,si1000,mwpm_gap,isotonic,3,2.49988e-05,8.33333e-05,12000
5,1,si1000,mwpm_gap,isotonic,4,2.49988e-05,8.33333e-05,12000
5,1,si1000,mwpm_gap,isotonic,5,2.49988e-05,8.33333e-05,12000
5,1,si1000,mwpm_gap,isotonic,6,2.49988e-05,8.33333e-05,12000
5,1,si1000,mwpm_gap,isotonic,7,2.49988e-05,0,12000
5,1,si1000,mwpm_gap,isotonic,8,2.49988e-05,0,12000
5,1,si1000,mwpm_gap,isotonic,9,0.0208115,0.021,12000
5,1,si1000,mwpm_gap,platt,0,1.06071e-09,0,12000
5,1,si1000,mwpm_gap,platt,1,8.20508e-09,0,12000
5,1,si1000,mwpm_gap,platt,2,2.10136e-08,0,12000
5,1,si1000,mwpm_gap,platt,3,4.95664e-08,0,12000
5,1,si1000,mwpm_gap,platt,4,2.01436e-07,0,12000
5,1,si1000,mwpm_gap,platt,5,6.83991e-07,0,12000
5,1,si1000,mwpm_gap,platt,6,2.14146e-06,0,12000
5,1,si1000,mwpm_gap,platt,7,1.34196e-05,8.33333e-05,12000
5,1,si1000,mwpm_gap,platt,8,6.63437e-05,0,12000
5,1,si1000,mwpm_gap,platt,9,0.0206345,0.0214167,12000
5,1,si1000,mwpm_gap,raw,0,3.54124e-11,0,12000
5,1,si1000,mwpm_gap,raw,1,3.54124e-11,0,12000
5,1,si1000,mwpm_gap,raw,2,3.62717e-11,0,12000
5,1,si1000,mwpm_gap,raw,3,3.93286e-11,0,12000
5,1,si1000,mwpm_gap,raw,4,3.93286e-11,0,12000
5,1,si1000,mwpm_gap,raw,5,3.33646e-10,0,12000
5,1,si1000,mwpm_gap,raw,6,2.38529e-08,0,12000
5,1,si1000,mwpm_gap,raw,7,2.60888e-07,8.33333e-05,12000
5,1,si1000,mwpm_gap,raw,8,8.2771e-07,0,12000
5,1,si1000,mwpm_gap,raw,9,0.0104868,0.0214167,12000
5,1,si1000,mwpm_gap,temperature,0,7.90138e-10,0,12000
5,1,si1000,mwpm_gap,temperature,1,5.79851e-09,0,12000
5,1,si1000,mwpm_gap,temperature,2,2.20699e-08,0,12000
5,1,si1000,mwpm_gap,temperature,3,1.1157e-07,0,12000
5,1,si1000,mwpm_gap,temperature,4,1.23259e-07,0,12000
5,1,si1000,mwpm_gap,temperature,5,2.62412e-07,0,12000
5,1,si1000,mwpm_gap,temperature,6,1.49845e-06,0,12000
5,1,si1000,mwpm_gap,temperature,7,1.28536e-05,0,12000
5,1,si1000,mwpm_gap,temperature,8,6.15369e-05,8.33333e-05,12000
5,1,si1000,mwpm_gap,temperature,9,0.0211066,0.0214167,12000
5,10,rl,bm_gap,isotonic,0,2.49988e-05,0.000166667,12000
5,10,rl,bm_gap,isotonic,1,2.49988e-05,0.000166667,12000
5,10,rl,bm_gap,isotonic,2,0.000500352,0.000416667,12000
5,10,rl,bm_gap,isotonic,3,0.00122233,0.001,12000
5,10,rl,bm_gap,isotonic,4,0.0022672,0.00241667,12000
5,10,rl,bm_gap,isotonic,5,0.00462348,0.00591667,12000
5,10,rl,bm_gap,isotonic,6,0.00850239,0.0075,12000
5,10,rl,bm_gap,isotonic,7,0.0184741,0.0215833,12000
5,10,rl,bm_gap,isotonic,8,0.0535763,0.0521667,12000
5,10,rl,bm_gap,isotonic,9,0.258317,0.246417,12000
5,10,rl,bm_gap,platt,0,8.68613e-08,0,12000
5,10,rl,bm_gap,platt,1,2.00709e-06,0.000416667,12000
5,10,rl,bm_gap,platt,2,1.86297e-05,0.000333333,12000
5,10,rl,bm_gap,platt,3,0.000114932,0.00108333,12000
5,10,rl,bm_gap,platt,4,0.000541848,0.00216667,12000
5,10,rl,bm_gap,platt,5,0.00223735,0.00525,12000
5,10,rl,bm_gap,platt,6,0.00750351,0.00791667,12000
5,10,rl,bm_gap,platt,7,0.0229094,0.022,12000
5,10,rl,bm_gap,platt,8,0.0715328,0.0511667,12000
5,10,rl,bm_gap,platt,9,0.243906,0.247417,12000
5,10,rl,bm_gap,raw,0,8.65157e-22,0,12000
5,10,rl,bm_gap,raw,1,3.85684e-18,0.000416667,12000
5,10,rl,bm_gap,raw,2,4.95771e-15,0.000333333,12000
5,10,rl,bm_gap,raw,3,1.27103e-12,0.00158333,12000
5,10,rl,bm_gap,raw,4,1.59534e-10,0.00233333,12000
5,10,rl,bm_gap,raw,5,1.36626e-08,0.00466667,12000
5,10,rl,bm_gap,raw,6,5.96396e-07,0.00858333,12000
5,10,rl,bm_gap,raw,7,2.21519e-05,0.02025,12000
5,10,rl,bm_gap,raw,8,0.00110905,0.0515,12000
5,10,rl,bm_gap,raw,9,0.11801,0.248083,12000
5,10,rl,bm_gap,temperature,0,1.72672e-08,0,12000
5,10,rl,bm_gap,temperature,1,5.21723e-07,0.000416667,12000
5,10,rl,bm_gap,temperature,2,6.45291e-06,0.000333333,12000
5,10,rl,bm_gap,temperature,3,5.04062e-05,0.00133333,12000
5,10,rl,bm_gap,temperature,4,0.000288926,0.00191667,12000
5,10,rl,bm_gap,temperature,5,0.00143587,0.00533333,12000
5,10,rl,bm_gap,temperature,6,0.00563677,0.00791667,12000
5,10,rl,bm_gap,temperature,7,0.0199857,0.0220833,12000
5,10,rl,bm_gap,temperature,8,0.0727995,0.0516667,12000
5,10,rl,bm_gap,temperature,9,0.282271,0.24675,12000
5,10,rl,mwpm_gap,isotonic,0,2.49988e-05,8.33333e-05,12000
5,10,rl,mwpm_gap,isotonic,1,2.93893e-05,8.33333e-05,12000
5,10,rl,mwpm_gap,isotonic,2,0.000468213,0.000833333,12000
5,10,rl,mwpm_gap,isotonic,3,0.00118454,0.00166667,12000
5,10,rl,mwpm_gap,isotonic,4,0.00382746,0.00383333,12000
5,10,rl,mwpm_gap,isotonic,5,0.00812539,0.0104167,12000
5,10,rl,mwpm_gap,isotonic,6,0.0203416,0.02225,12000
5,10,rl,mwpm_gap,isotonic,7,0.0480177,0.0486667,12000
5,10,rl,mwpm_gap,isotonic,8,0.11622,0.110167,12000
5,10,rl,mwpm_gap,isotonic,9,0.326433,0.30825,12000
5,10,rl,mwpm_gap,platt,0,7.71894e-05,0,12000
5,10,rl,mwpm_gap,platt,1,0.000251836,8.33333e-05,12000
5,10,rl,mwpm_gap,platt,2,0.000597901,0.000666667,12000
5,10,rl,mwpm_gap,platt,3,0.00161413,0.00183333,12000
5,10,rl,mwpm_gap,platt,4,0.00394938,0.00425,12000
5,10,rl,mwpm_gap,platt,5,0.0094174,0.00908333,12000
5,10,rl,mwpm_gap,platt,6,0.0217513,0.0231667,12000
5,10,rl,mwpm_gap,platt,7,0.0471916,0.0470833,12000
5,10,rl,mwpm_gap,platt,8,0.112914,0.11075,12000
5,10,rl,mwpm_gap,platt,9,0.326611,0.309333,12000
5,10,rl,mwpm_gap,raw,0,4.50899e-06,0,12000
5,10,rl,mwpm_gap,raw,1,1.84088e-05,8.33333e-05,12000
5,10,rl,mwpm_gap,raw,2,5.60807e-05,0.00075,12000
5,10,rl,mwpm_gap,raw,3,0.000209265,0.00175,12000
5,10,rl,mwpm_gap,raw,4,0.000670799,0.00433333,12000
5,10,rl,mwpm_gap,raw,5,0.00211443,0.00875,12000
5,10,rl,mwpm_gap,raw,6,0.00635138,0.0235833,12000
5,10,rl,mwpm_gap,raw,7,0.0179573,0.0481667,12000
5,10,rl,mwpm_gap,raw,8,0.0599358,0.10975,12000
5,10,rl,mwpm_gap,raw,9,0.270724,0.309083,12000
5,10,rl,mwpm_gap,temperature,0,8.59249e-05,0,12000
5,10,rl,mwpm_gap,temperature,1,0.000278652,8.33333e-05,12000
5,10,rl,mwpm_gap,temperature,2,0.000661637,0.000666667,12000
5,10,rl,mwpm_gap,temperature,3,0.00174084,0.00183333,12000
5,10,rl,mwpm_gap,temperature,4,0.00418326,0.00425,12000
5,10,rl,mwpm_gap,temperature,5,0.00981251,0.00933333,12000
5,10,rl,mwpm_gap,temperature,6,0.0222762,0.0228333,12000
5,10,rl,mwpm_gap,temperature,7,0.0475524,0.0470833,12000
5,10,rl,mwpm_gap,temperature,8,0.111729,0.1105,12000
5,10,rl,mwpm_gap,temperature,9,0.317808,0.309667,12000
5,10,si1000,mwpm_gap,isotonic,0,2.49988e-05,0.000166667,12000
5,10,si1000,mwpm_gap,isotonic,1,2.49988e-05,8.33333e-05,12000
5,10,si1000,mwpm_gap,isotonic,2,0.000436167,0.000916667,12000
5,10,si1000,mwpm_gap,isotonic,3,0.00166509,0.00191667,12000
5,10,si1000,mwpm_gap,isotonic,4,0.00400543,0.00433333,12000
5,10,si1000,mwpm_gap,isotonic,5,0.00927907,0.0106667,12000
5,10,si1000,mwpm_gap,isotonic,6,0.0233007,0.02175,12000
5,10,si1000,mwpm_gap,isotonic,7,0.0475063,0.0498333,12000
5,10,si1000,mwpm_gap,isotonic,8,0.120587,0.116833,12000
5,10,si1000,mwpm_gap,isotonic,9,0.330537,0.319833,12000
5,10,si1000,mwpm_gap,platt,0,8.05468e-05,0,12000
5,10,si1000,mwpm_gap,platt,1,0.000254158,0,12000
5,10,si1000,mwpm_gap,platt,2,0.000612902,0.00108333,12000
5,10,si1000,mwpm_gap,platt,3,0.00171081,0.00191667,12000
5,10,si1000,mwpm_gap,platt,4,0.00418871,0.0045,12000
5,10,si1000,mwpm_gap,platt,5,0.0105126,0.01,12000
5,10,si1000,mwpm_gap,platt,6,0.0241801,0.0219167,12000
5,10,si1000,mwpm_gap,platt,7,0.0507792,0.0501667,12000
5,10,si1000,mwpm_gap,platt,8,0.11569,0.117083,12000
5,10,si1000,mwpm_gap,platt,9,0.329518,0.319667,12000
5,10,si1000,mwpm_gap,raw,0,2.16176e-07,0,12000
5,10,si1000,mwpm_gap,raw,1,8.76024e-07,0,12000
5,10,si1000,mwpm_gap,raw,2,4.13296e-06,0.00125,12000
5,10,si1000,mwpm_gap,raw,3,2.38649e-05,0.00191667,12000
5,10,si1000,mwpm_gap,raw,4,0.000100014,0.00416667,12000
5,10,si1000,mwpm_gap,raw,5,0.000479527,0.0104167,12000
5,10,si1000,mwpm_gap,raw,6,0.00196826,0.0235,12000
5,10,si1000,mwpm_gap,raw,7,0.00674542,0.0483333,12000
5,10,si1000,mwpm_gap,raw,8,0.0308141,0.1175,12000
5,10,si1000,mwpm_gap,raw,9,0.23001,0.31925,12000
5,10,si1000,mwpm_gap,temperature,0,9.51621e-05,0,12000
5,10,si1000,mwpm_gap,temperature,1,0.000294628,0,12000
5,10,si1000,mwpm_gap,temperature,2,0.00069116,0.00108333,12000
5,10,si1000,mwpm_gap,temperature,3,0.00187858,0.00175,12000
5,10,si1000,mwpm_gap,temperature,4,0.00450713,0.00441667,12000
5,10,si1000,mwpm_gap,temperature,5,0.0110209,0.0101667,12000
5,10,si1000,mwpm_gap,temperature,6,0.0248079,0.0223333,12000
5,10,si1000,mwpm_gap,temperature,7,0.0511515,0.0498333,12000
5,10,si1000,mwpm_gap,temperature,8,0.114118,0.117083,12000
5,10,si1000,mwpm_gap,temperature,9,0.319165,0.319667,12000
5,30,rl,bm_gap,isotonic,0,0.00249505,0.00383333,12000
5,30,rl,bm_gap,isotonic,1,0.00855182,0.00891667,12000
5,30,rl,bm_gap,isotonic,2,0.0154288,0.0161667,12000
5,30,rl,bm_gap,isotonic,3,0.0263433,0.0275833,12000
5,30,rl,bm_gap,isotonic,4,0.0428463,0.0445833,12000
5,30,rl,bm_gap,isotonic,5,0.0691331,0.0669167,12000
5,30,rl,bm_gap,isotonic,6,0.107216,0.110083,12000
5,30,rl,bm_gap,isotonic,7,0.178312,0.182917,12000
5,30,rl,bm_gap,isotonic,8,0.292748,0.28675,12000
5,30,rl,bm_gap,isotonic,9,0.433187,0.425917,12000
5,30,rl,bm_gap,platt,0,0.000384268,0.0035,12000
5,30,rl,bm_gap,platt,1,0.00352793,0.008,12000
5,30,rl,bm_gap,platt,2,0.0110831,0.01725,12000
5,30,rl,bm_gap,platt,3,0.0244947,0.0268333,12000
5,30,rl,bm_gap,platt,4,0.0466493,0.0448333,12000
5,30,rl,bm_gap,platt,5,0.0807185,0.0661667,12000
5,30,rl,bm_gap,platt,6,0.128888,0.111917,12000
5,30,rl,bm_gap,platt,7,0.195432,0.183083,12000
5,30,rl,bm_gap,platt,8,0.28627,0.28425,12000
5,30,rl,bm_gap,platt,9,0.398608,0.427833,12000
5,30,rl,bm_gap,raw,0,7.50623e-11,0.00291667,12000
5,30,rl,bm_gap,raw,1,2.99736e-08,0.00941667,12000
5,30,rl,bm_gap,raw,2,8.89247e-07,0.01725,12000
5,30,rl,bm_gap,raw,3,1.13118e-05,0.0259167,12000
5,30,rl,bm_gap,raw,4,9.60706e-05,0.04525,12000
5,30,rl,bm_gap,raw,5,0.000628433,0.06625,12000
5,30,rl,bm_gap,raw,6,0.00346441,0.111417,12000
5,30,rl,bm_gap,raw,7,0.0174569,0.181333,12000
5,30,rl,bm_gap,raw,8,0.0848551,0.286,12000
5,30,rl,bm_gap,raw,9,0.316573,0.427917,12000
5,30,rl,bm_gap,temperature,0,0.000249593,0.00341667,12000
5,30,rl,bm_gap,temperature,1,0.00265045,0.00858333,12000
5,30,rl,bm_gap,temperature,2,0.00910269,0.0165833,12000
5,30,rl,bm_gap,temperature,3,0.0215122,0.0265,12000
5,30,rl,bm_gap,temperature,4,0.0433176,0.0453333,12000
5,30,rl,bm_gap,temperature,5,0.0786944,0.0660833,12000
5,30,rl,bm_gap,temperature,6,0.13088,0.112417,12000
5,30,rl,bm_gap,temperature,7,0.205155,0.182167,12000
5,30,rl,bm_gap,temperature,8,0.308164,0.285917,12000
5,30,rl,bm_gap,temperature,9,0.434269,0.426667,12000
5,30,rl,mwpm_gap,isotonic,0,0.00456096,0.00666667,12000
5,30,rl,mwpm_gap,isotonic,1,0.0195429,0.0195833,12000
5,30,rl,mwpm_gap,isotonic,2,0.0400125,0.04175,12000
5,30,rl,mwpm_gap,isotonic,3,0.0718165,0.068,12000
5,30,rl,mwpm_gap,isotonic,4,0.107066,0.106,12000
5,30,rl,mwpm_gap,isotonic,5,0.149838,0.152083,12000
5,30,rl,mwpm_gap,isotonic,6,0.209575,0.20725,12000
5,30,rl,mwpm_gap,isotonic,7,0.289282,0.296917,12000
5,30,rl,mwpm_gap,isotonic,8,0.374055,0.366917,12000
5,30,rl,mwpm_gap,isotonic,9,0.456375,0.462833,12000
5,30,rl,mwpm_gap,platt,0,0.00714497,0.00516667,12000
5,30,rl,mwpm_gap,platt,1,0.0241128,0.0215833,12000
5,30,rl,mwpm_gap,platt,2,0.0455655,0.038,12000
5,30,rl,mwpm_gap,platt,3,0.0713319,0.07225,12000
5,30,rl,mwpm_gap,platt,4,0.104172,0.10475,12000
5,30,rl,mwpm_gap,platt,5,0.146815,0.152333,12000
5,30,rl,mwpm_gap,platt,6,0.204082,0.208917,12000
5,30,rl,mwpm_gap,platt,7,0.280238,0.290417,12000
5,30,rl,mwpm_gap,platt,8,0.37131,0.374,12000
5,30,rl,mwpm_gap,platt,9,0.466789,0.460583,12000
5,30,rl,mwpm_gap,raw,0,0.000537985,0.00508333,12000
5,30,rl,mwpm_gap,raw,1,0.00317777,0.021,12000
5,30,rl,mwpm_gap,raw,2,0.00855075,0.0395833,12000
5,30,rl,mwpm_gap,raw,3,0.0173789,0.07225,12000
5,30,rl,mwpm_gap,raw,4,0.032386,0.103917,12000
5,30,rl,mwpm_gap,raw,5,0.0575752,0.15425,12000
5,30,rl,mwpm_gap,raw,6,0.101819,0.205667,12000
5,30,rl,mwpm_gap,raw,7,0.177453,0.293667,12000
5,30,rl,mwpm_gap,raw,8,0.291897,0.375,12000
5,30,rl,mwpm_gap,raw,9,0.429765,0.457583,12000
5,30,rl,mwpm_gap,temperature,0,0.0075939,0.00533333,12000
5,30,rl,mwpm_gap,temperature,1,0.0251061,0.0215,12000
5,30,rl,mwpm_gap,temperature,2,0.0467502,0.0383333,12000
5,30,rl,mwpm_gap,temperature,3,0.0724993,0.0708333,12000
5,30,rl,mwpm_gap,temperature,4,0.104863,0.10575,12000
5,30,rl,mwpm_gap,temperature,5,0.14657,0.15225,12000
5,30,rl,mwpm_gap,temperature,6,0.202118,0.208583,12000
5,30,rl,mwpm_gap,temperature,7,0.275504,0.291417,12000
5,30,rl,mwpm_gap,temperature,8,0.363556,0.375583,12000
5,30,rl,mwpm_gap,temperature,9,0.455526,0.458417,12000
5,30,si1000,mwpm_gap,isotonic,0,0.00466014,0.006,12000
5,30,si1000,mwpm_gap,isotonic,1,0.0215391,0.0216667,12000
5,30,si1000,mwpm_gap,isotonic,2,0.0438291,0.041,12000
5,30,si1000,mwpm_gap,isotonic,3,0.0724404,0.0703333,12000
5,30,si1000,mwpm_gap,isotonic,4,0.108129,0.107917,12000
5,30,si1000,mwpm_gap,isotonic,5,0.14719,0.151167,12000
5,30,si1000,mwpm_gap,isotonic,6,0.216358,0.2185,12000
5,30,si1000,mwpm_gap,isotonic,7,0.289291,0.29275,12000
5,30,si1000,mwpm_gap,isotonic,8,0.375553,0.3855,12000
5,30,si1000,mwpm_gap,isotonic,9,0.473553,0.464417,12000
5,30,si1000,mwpm_gap,platt,0,0.00697177,0.00566667,12000
5,30,si1000,mwpm_gap,platt,1,0.0250537,0.021,12000
5,30,si1000,mwpm_gap,platt,2,0.0477953,0.0415,12000
5,30,si1000,mwpm_gap,platt,3,0.0733672,0.071,12000
5,30,si1000,mwpm_gap,platt,4,0.104291,0.104917,12000
5,30,si1000,mwpm_gap,platt,5,0.147426,0.150833,12000
5,30,si1000,mwpm_gap,platt,6,0.20643,0.224583,12000
5,30,si1000,mwpm_gap,platt,7,0.283989,0.293417,12000
5,30,si1000,mwpm_gap,platt,8,0.378962,0.3815,12000
5,30,si1000,mwpm_gap,platt,9,0.477566,0.464833,12000
5,30,si1000,mwpm_gap,raw,0,8.10688e-05,0.00658333,12000
5,30,si1000,mwpm_gap,raw,1,0.000754762,0.0205833,12000
5,30,si1000,mwpm_gap,raw,2,0.00263803,0.0426667,12000
5,30,si1000,mwpm_gap,raw,3,0.00611153,0.0683333,12000
5,30,si1000,mwpm_gap,raw,4,0.0127129,0.1075,12000
5,30,si1000,mwpm_gap,raw,5,0.0268427,0.153583,12000
5,30,si1000,mwpm_gap,raw,6,0.0576705,0.220083,12000
5,30,si1000,mwpm_gap,raw,7,0.12246,0.293583,12000
5,30,si1000,mwpm_gap,raw,8,0.242414,0.38175,12000
5,30,si1000,mwpm_gap,raw,9,0.41016,0.464583,12000
5,30,si1000,mwpm_gap,temperature,0,0.0080134,0.00575,12000
5,30,si1000,mwpm_gap,temperature,1,0.0272317,0.02125,12000
5,30,si1000,mwpm_gap,temperature,2,0.0503644,0.0411667,12000
5,30,si1000,mwpm_gap,temperature,3,0.0755858,0.0709167,12000
5,30,si1000,mwpm_gap,temperature,4,0.105613,0.105417,12000
5,30,si1000,mwpm_gap,temperature,5,0.146744,0.1505,12000
5,30,si1000,mwpm_gap,temperature,6,0.202316,0.223083,12000
5,30,si1000,mwpm_gap,temperature,7,0.274597,0.293333,12000
5,30,si1000,mwpm_gap,temperature,8,0.363151,0.382583,12000
5,30,si1000,mwpm_gap,temperature,9,0.455503,0.46525,12000
5,50,rl,bm_gap,isotonic,0,0.00753193,0.00883333,12000
5,50,rl,bm_gap,isotonic,1,0.020535,0.0205,12000
5,50,rl,bm_gap,isotonic,2,0.0349875,0.0336667,12000
5,50,rl,bm_gap,isotonic,3,0.0530313,0.0530833,12000
5,50,rl,bm_gap,isotonic,4,0.0754376,0.07625,12000
5,50,rl,bm_gap,isotonic,5,0.114,0.11475,12000
5,50,rl,bm_gap,isotonic,6,0.169426,0.16225,12000
5,50,rl,bm_gap,isotonic,7,0.253009,0.251083,12000
5,50,rl,bm_gap,isotonic,8,0.34724,0.352667,12000
5,50,rl,bm_gap,isotonic,9,0.457021,0.439,12000
5,50,rl,bm_gap,platt,0,0.00278261,0.00825,12000
5,50,rl,bm_gap,platt,1,0.0135654,0.0210833,12000
5,50,rl,bm_gap,platt,2,0.0307334,0.034,12000
5,50,rl,bm_gap,platt,3,0.0554576,0.05075,12000
5,50,rl,bm_gap,platt,4,0.0892999,0.0786667,12000
5,50,rl,bm_gap,platt,5,0.132975,0.1115,12000
5,50,rl,bm_gap,platt,6,0.187936,0.16175,12000
5,50,rl,bm_gap,platt,7,0.256024,0.2515,12000
5,50,rl,bm_gap,platt,8,0.336675,0.35575,12000
5,50,rl,bm_gap,platt,9,0.426307,0.438833,12000
5,50,rl,bm_gap,raw,0,2.33723e-08,0.00883333,12000
5,50,rl,bm_gap,raw,1,1.58318e-06,0.0213333,12000
5,50,rl,bm_gap,raw,2,2.08007e-05,0.033,12000
5,50,rl,bm_gap,raw,3,0.000148058,0.0518333,12000
5,50,rl,bm_gap,raw,4,0.000770552,0.0778333,12000
5,50,rl,bm_gap,raw,5,0.00326357,0.111667,12000
5,50,rl,bm_gap,raw,6,0.0125219,0.1645,12000
5,50,rl,bm_gap,raw,7,0.044727,0.247917,12000
5,50,rl,bm_gap,raw,8,0.142675,0.35725,12000
5,50,rl,bm_gap,raw,9,0.360289,0.437917,12000
5,50,rl,bm_gap,temperature,0,0.00214897,0.00833333,12000
5,50,rl,bm_gap,temperature,1,0.0115793,0.0210833,12000
5,50,rl,bm_gap,temperature,2,0.0278574,0.0335,12000
5,50,rl,bm_gap,temperature,3,0.052482,0.0510833,12000
5,50,rl,bm_gap,temperature,4,0.0874204,0.0783333,12000
5,50,rl,bm_gap,temperature,5,0.133711,0.11175,12000
5,50,rl,bm_gap,temperature,6,0.19313,0.163083,12000
5,50,rl,bm_gap,temperature,7,0.26759,0.250583,12000
5,50,rl,bm_gap,temperature,8,0.355967,0.356417,12000
5,50,rl,bm_gap,temperature,9,0.452636,0.437917,12000
5,50,rl,mwpm_gap,isotonic,0,0.0156297,0.0200833,12000
5,50,rl,mwpm_gap,isotonic,1,0.0465149,0.0508333,12000
5,50,rl,mwpm_gap,isotonic,2,0.0826294,0.0890833,12000
5,50,rl,mwpm_gap,isotonic,3,0.126974,0.120167,12000
5,50,rl,mwpm_gap,isotonic,4,0.170288,0.16875,12000
